,Cluster No,Day,Time,Date,Month,Year,Previous_price,Demand_(MW),CCGT_Gen,Oil_Gen,Coal_Gen,Nuclear_Gen,Wind_Gen,NPS_Hydro_Gen,Solar_Gen
11/12/2017_15:00,,1,15,11,12,2017,47.91,48534,22552,0,9724,5934,6065,532,549
11/12/2017_16:00,,1,16,11,12,2017,73.32,50432,23613,0,10097,5939,6200,790,1
11/12/2017_17:00,,1,17,11,12,2017,96.35,50932,23730,0,9848,5941,6211,892,0
11/12/2017_18:00,,1,18,11,12,2017,66.32,50386,24061,0,9861,5947,6031,833,0
11/12/2017_19:00,,1,19,11,12,2017,59.64,50089,24068,0,9830,5947,5614,796,0
11/12/2017_20:00,,1,20,11,12,2017,47.36,47836,22159,0,9820,5944,5788,534,0
11/12/2017_21:00,,1,21,11,12,2017,44.23,44634,18690,0,9342,5935,5712,473,0
11/12/2017_22:00,,1,22,11,12,2017,41.35,39648,14591,0,9177,5937,5101,464,0
11/12/2017_23:00,,1,23,11,12,2017,45.67,35092,11858,0,9153,5928,4190,428,0
12/12/2017_00:00,,2,0,12,12,2017,43.48,33298,10233,0,9178,5906,4175,348,0
12/12/2017_01:00,,2,1,12,12,2017,41.17,33178,10009,0,8639,5882,4232,311,0
12/12/2017_02:00,,2,2,12,12,2017,39.19,32183,9878,0,8571,5874,3389,288,0
12/12/2017_03:00,,2,3,12,12,2017,39,31883,9779,0,8642,5870,3033,298,0
12/12/2017_04:00,,2,4,12,12,2017,43.66,31302,9213,0,8779,5878,2986,291,0
12/12/2017_05:00,,2,5,12,12,2017,53.15,32475,11374,0,9272,5817,3138,309,0
12/12/2017_06:00,,2,6,12,12,2017,55.08,37042,17161,0,9314,5741,2443,344,0
12/12/2017_07:00,,2,7,12,12,2017,45.8,44559,23734,0,9574,5782,2018,493,0
12/12/2017_08:00,,2,8,12,12,2017,45.89,47569,24964,0,9711,5783,2124,816,129
12/12/2017_09:00,,2,9,12,12,2017,49.88,49816,25162,0,9742,5786,2550,786,1580
12/12/2017_10:00,,2,10,12,12,2017,45.89,50366,25625,0,9738,5788,2697,552,2520
12/12/2017_11:00,,2,11,12,12,2017,50.12,50190,25575,0,9726,5599,2821,425,2830
12/12/2017_12:00,,2,12,12,12,2017,55,49541,24999,0,9751,5592,3719,327,2480
12/12/2017_13:00,,2,13,12,12,2017,59.15,49278,24348,0,9756,5860,4076,373,1990
12/12/2017_14:00,,2,14,12,12,2017,60.53,48222,23357,0,9753,5859,4839,502,872
12/12/2017_15:00,,2,15,12,12,2017,47.83,48189,23413,0,9748,5863,5757,458,128
12/12/2017_16:00,,2,16,12,12,2017,81,50577,24071,0,9743,5859,6809,608,0
12/12/2017_17:00,,2,17,12,12,2017,99.98,50698,23082,0,9743,5849,7857,849,3
12/12/2017_18:00,,2,18,12,12,2017,71,49984,22955,0,9493,5596,8906,874,0
12/12/2017_19:00,,2,19,12,12,2017,62.6,50021,22080,0,9749,5620,9339,780,0
12/12/2017_20:00,,2,20,12,12,2017,54.7,47815,20632,0,9593,5895,9469,525,0
12/12/2017_21:00,,2,21,12,12,2017,51.55,43896,17170,0,8988,5954,9731,373,0
12/12/2017_22:00,,2,22,12,12,2017,43.27,39032,13095,0,8627,5960,9537,324,0
12/12/2017_23:00,,2,23,12,12,2017,45.36,34051,7795,0,8304,5971,9415,314,0
13/12/2017_00:00,,3,0,13,12,2017,45.91,32234,5678,0,8406,5752,9331,271,0
13/12/2017_01:00,,3,1,13,12,2017,45.04,32477,5929,0,8534,5728,9366,250,0
13/12/2017_02:00,,3,2,13,12,2017,42.88,31299,4905,0,7373,5859,9328,247,0
13/12/2017_03:00,,3,3,13,12,2017,42.72,30984,4846,0,6820,6023,9373,244,0
13/12/2017_04:00,,3,4,13,12,2017,44.1,30235,4809,0,6236,6016,9229,244,0
13/12/2017_05:00,,3,5,13,12,2017,45.3,30974,5396,0,7476,6011,9479,258,0
13/12/2017_06:00,,3,6,13,12,2017,54,35418,8977,0,8168,5815,9802,506,1
13/12/2017_07:00,,3,7,13,12,2017,48.47,42578,15520,0,8202,5735,9559,473,1
13/12/2017_08:00,,3,8,13,12,2017,54,45467,17718,0,8210,5759,9993,582,1
13/12/2017_09:00,,3,9,13,12,2017,61.54,46311,18752,0,8208,5998,10088,501,126
13/12/2017_10:00,,3,10,13,12,2017,59.92,46772,18915,0,8211,6010,10398,529,489
13/12/2017_11:00,,3,11,13,12,2017,62.7,46763,19277,0,8154,6009,10393,391,613
13/12/2017_12:00,,3,12,13,12,2017,50.55,46829,19879,0,7714,6010,10458,320,671
13/12/2017_13:00,,3,13,13,12,2017,50,46752,19162,0,7872,5845,10445,590,701
13/12/2017_14:00,,3,14,13,12,2017,46.82,46518,18751,0,8098,5741,10136,650,490
13/12/2017_15:00,,3,15,13,12,2017,46.01,46623,17996,0,8591,5918,9918,443,294
13/12/2017_16:00,,3,16,13,12,2017,80.19,49397,20002,0,8439,6020,9559,579,0
13/12/2017_17:00,,3,17,13,12,2017,86.55,50435,20855,0,7829,6036,9554,688,0
13/12/2017_18:00,,3,18,13,12,2017,55.44,49714,20580,0,7506,6039,9927,765,0
13/12/2017_19:00,,3,19,13,12,2017,55,48789,20399,0,7543,6063,9528,641,0
13/12/2017_20:00,,3,20,13,12,2017,51.65,46881,19503,0,7469,6076,8935,632,0
13/12/2017_21:00,,3,21,13,12,2017,50.19,43282,16743,0,7356,5910,9459,497,0
13/12/2017_22:00,,3,22,13,12,2017,47.1,38861,12799,0,7381,5832,9480,378,0
13/12/2017_23:00,,3,23,13,12,2017,46.96,33622,6633,0,6897,6024,9484,332,0
14/12/2017_00:00,,4,0,14,12,2017,50.76,32062,5866,0,6785,6101,9563,344,0
14/12/2017_01:00,,4,1,14,12,2017,48.17,32040,6376,0,6693,6099,9620,243,0
14/12/2017_02:00,,4,2,14,12,2017,43.96,30878,5531,0,6131,6102,9773,225,0
14/12/2017_03:00,,4,3,14,12,2017,39.99,30557,5617,0,5596,6099,9833,224,0
14/12/2017_04:00,,4,4,14,12,2017,34.44,30065,5867,0,5305,5838,9709,235,0
14/12/2017_05:00,,4,5,14,12,2017,41.06,31131,6370,0,5837,5864,9800,424,0
14/12/2017_06:00,,4,6,14,12,2017,44.95,35273,8963,0,6613,6105,9412,407,0
14/12/2017_07:00,,4,7,14,12,2017,47.55,42370,16838,0,7824,6104,9370,427,0
14/12/2017_08:00,,4,8,14,12,2017,49.82,45096,19587,0,8490,6109,9355,481,26
14/12/2017_09:00,,4,9,14,12,2017,51.6,46589,20214,0,8567,6090,9091,475,685
14/12/2017_10:00,,4,10,14,12,2017,48.82,47883,20380,0,8480,5830,9013,373,2580
14/12/2017_11:00,,4,11,14,12,2017,45.55,47872,20564,0,8305,5871,8701,363,3120
14/12/2017_12:00,,4,12,14,12,2017,48.1,47632,20191,0,8198,6109,8380,332,3200
14/12/2017_13:00,,4,13,14,12,2017,51.7,46892,20311,0,8289,6105,8431,338,2490
14/12/2017_14:00,,4,14,14,12,2017,48.89,46400,20489,0,8185,6101,8022,400,1510
14/12/2017_15:00,,4,15,14,12,2017,44.82,45984,20696,0,7702,6107,7679,497,302
14/12/2017_16:00,,4,16,14,12,2017,60.1,49064,22932,0,8673,6097,7064,557,0
14/12/2017_17:00,,4,17,14,12,2017,82.1,49933,23571,0,9115,5831,6713,744,0
14/12/2017_18:00,,4,18,14,12,2017,62.26,49694,23630,0,9136,5842,6774,756,0
14/12/2017_19:00,,4,19,14,12,2017,58.82,48857,23232,0,8447,6108,6432,553,0
14/12/2017_20:00,,4,20,14,12,2017,44.44,46682,20837,0,7996,6118,7053,484,0
14/12/2017_21:00,,4,21,14,12,2017,53.18,43381,17800,0,6845,6120,7026,452,0
14/12/2017_22:00,,4,22,14,12,2017,45.82,38458,14847,0,4644,6122,6881,392,0
14/12/2017_23:00,,4,23,14,12,2017,47,34101,12014,0,3431,6113,6524,359,0
15/12/2017_00:00,,5,0,15,12,2017,50.98,32304,10432,0,3415,6112,6894,340,0
15/12/2017_01:00,,5,1,15,12,2017,49.91,32298,10482,0,3869,6104,6784,340,0
15/12/2017_02:00,,5,2,15,12,2017,45.78,31161,9822,0,3546,6126,7305,335,0
15/12/2017_03:00,,5,3,15,12,2017,44.69,30617,8803,0,3026,6122,8278,344,0
15/12/2017_04:00,,5,4,15,12,2017,43.49,29722,7737,0,2778,6141,8810,337,0
15/12/2017_05:00,,5,5,15,12,2017,44.34,30337,7933,0,2628,6151,9235,355,0
15/12/2017_06:00,,5,6,15,12,2017,50,35174,11703,0,4487,6152,9509,465,0
15/12/2017_07:00,,5,7,15,12,2017,65.19,42236,18802,0,4870,6147,9173,473,0
15/12/2017_08:00,,5,8,15,12,2017,66.1,45573,21618,0,5672,6147,9007,472,9
15/12/2017_09:00,,5,9,15,12,2017,60.28,46242,21554,0,5939,6143,8915,472,723
15/12/2017_10:00,,5,10,15,12,2017,46.36,47279,21391,0,5924,6145,8837,444,2640
15/12/2017_11:00,,5,11,15,12,2017,42.51,47458,20795,0,6155,6144,8838,445,3410
15/12/2017_12:00,,5,12,15,12,2017,42.82,47116,20838,0,5826,6143,8899,436,3470
15/12/2017_13:00,,5,13,15,12,2017,42.82,46543,20267,0,5303,6142,9193,443,3110
15/12/2017_14:00,,5,14,15,12,2017,41.25,45414,20938,0,5373,6077,9060,444,1670
15/12/2017_15:00,,5,15,15,12,2017,43.42,44821,21062,0,6236,6142,8938,497,285
15/12/2017_16:00,,5,16,15,12,2017,54.88,47561,21824,0,7333,6137,8874,597,0
15/12/2017_17:00,,5,17,15,12,2017,79.99,49325,22162,0,7685,6134,8489,678,0
15/12/2017_18:00,,5,18,15,12,2017,62,48136,22483,0,7538,6163,7987,680,0
15/12/2017_19:00,,5,19,15,12,2017,59.31,46598,21253,0,7094,6205,7756,605,0
15/12/2017_20:00,,5,20,15,12,2017,46.72,44552,20209,0,6275,6220,7687,571,0
15/12/2017_21:00,,5,21,15,12,2017,52.49,41463,17582,0,4990,6236,7890,452,0
15/12/2017_22:00,,5,22,15,12,2017,43.47,37974,15945,0,4243,6239,8001,425,0
15/12/2017_23:00,,5,23,15,12,2017,49.47,34326,11961,0,3752,6239,7828,398,0
16/12/2017_00:00,,6,0,16,12,2017,49.3,32583,10680,0,3797,6250,7895,361,0
16/12/2017_01:00,,6,1,16,12,2017,46.1,31841,10557,0,3825,6259,7362,323,0
16/12/2017_02:00,,6,2,16,12,2017,39.81,30907,10451,0,3808,6264,6867,317,0
16/12/2017_03:00,,6,3,16,12,2017,37.99,30635,10595,0,3733,6283,6601,313,0
16/12/2017_04:00,,6,4,16,12,2017,36.3,29887,10403,0,3753,6285,6187,310,0
16/12/2017_05:00,,6,5,16,12,2017,37.98,29953,10674,0,3827,6281,5633,352,0
16/12/2017_06:00,,6,6,16,12,2017,44.97,31646,11949,0,3888,6294,5598,366,0
16/12/2017_07:00,,6,7,16,12,2017,43.85,34427,14411,0,3686,6290,5590,403,0
16/12/2017_08:00,,6,8,16,12,2017,46.72,37964,16981,0,4196,6284,5765,428,54
16/12/2017_09:00,,6,9,16,12,2017,49.75,42016,18908,0,4844,6022,5637,534,1100
16/12/2017_10:00,,6,10,16,12,2017,52.06,43511,19454,0,5163,5944,5561,587,1970
16/12/2017_11:00,,6,11,16,12,2017,44.11,43522,19564,0,5316,5981,4711,520,2590
16/12/2017_12:00,,6,12,16,12,2017,51.33,43522,19483,0,5322,6187,4429,454,2950
16/12/2017_13:00,,6,13,16,12,2017,48.64,42909,19769,0,5295,6199,4485,437,1960
16/12/2017_14:00,,6,14,16,12,2017,49.3,42134,20381,0,5508,6208,4190,334,733
16/12/2017_15:00,,6,15,16,12,2017,50.92,42473,21450,0,6047,6197,3686,419,75
16/12/2017_16:00,,6,16,16,12,2017,61.86,44934,23619,0,6488,6028,3528,584,0
16/12/2017_17:00,,6,17,16,12,2017,68.21,47235,24428,0,6634,6045,3634,887,0
16/12/2017_18:00,,6,18,16,12,2017,64.32,46547,23905,0,6529,6254,3640,899,0
16/12/2017_19:00,,6,19,16,12,2017,59,44304,23019,0,6203,6257,3241,749,0
16/12/2017_20:00,,6,20,16,12,2017,55.78,42094,22482,0,5553,6253,2720,551,0
16/12/2017_21:00,,6,21,16,12,2017,49,39590,20207,0,5373,6073,2862,419,0
16/12/2017_22:00,,6,22,16,12,2017,46.82,36615,17784,0,4355,6047,2984,356,0
16/12/2017_23:00,,6,23,16,12,2017,46.9,33993,15719,0,4363,6046,2872,330,0
17/12/2017_00:00,,0,0,17,12,2017,49.21,32375,14417,0,4167,6195,2909,326,0
17/12/2017_01:00,,0,1,17,12,2017,46.23,31804,14505,0,4136,6254,2982,295,0
17/12/2017_02:00,,0,2,17,12,2017,43.97,30517,14156,0,3735,6246,3324,289,0
17/12/2017_03:00,,0,3,17,12,2017,40.78,29789,13549,0,3115,6244,3779,253,0
17/12/2017_04:00,,0,4,17,12,2017,42.05,29105,12597,0,2882,6083,4138,249,0
17/12/2017_05:00,,0,5,17,12,2017,41.98,28912,12202,0,2879,6037,4609,274,0
17/12/2017_06:00,,0,6,17,12,2017,44.97,29979,12284,0,2878,6046,5394,293,0
17/12/2017_07:00,,0,7,17,12,2017,46.16,31529,13308,0,2618,6242,5861,300,0
17/12/2017_08:00,,0,8,17,12,2017,45.98,33787,12882,0,2903,6258,6788,320,33
17/12/2017_09:00,,0,9,17,12,2017,46.81,37704,14412,0,3884,6251,7301,385,324
17/12/2017_10:00,,0,10,17,12,2017,50.07,40507,15476,0,4630,6250,7926,414,408
17/12/2017_11:00,,0,11,17,12,2017,51.97,41742,15733,0,5226,6042,8803,441,405
17/12/2017_12:00,,0,12,17,12,2017,53.09,42813,15937,0,5537,6058,9574,477,489
17/12/2017_13:00,,0,13,17,12,2017,51.91,42451,14736,0,5343,6259,10629,499,438
17/12/2017_14:00,,0,14,17,12,2017,50.36,41834,14072,0,5158,6257,11277,435,215
17/12/2017_15:00,,0,15,17,12,2017,49.15,41984,13844,0,5821,6356,11112,479,16
17/12/2017_16:00,,0,16,17,12,2017,61.13,44764,15576,0,6707,6373,10892,578,0
17/12/2017_17:00,,0,17,17,12,2017,77.87,46427,16363,0,7167,6407,10747,789,0
17/12/2017_18:00,,0,18,17,12,2017,71.08,45015,16133,0,7219,6443,9847,907,0
17/12/2017_19:00,,0,19,17,12,2017,64.9,43338,15698,0,6612,6447,9396,903,0
17/12/2017_20:00,,0,20,17,12,2017,62.16,41378,15521,0,6522,6471,8440,593,0
17/12/2017_21:00,,0,21,17,12,2017,49.92,38525,13828,0,5854,6507,7715,531,0
17/12/2017_22:00,,0,22,17,12,2017,43,35009,11807,0,4914,6556,7118,517,0
17/12/2017_23:00,,0,23,17,12,2017,46.39,31580,9714,0,4461,6568,6756,478,0
18/12/2017_00:00,,1,0,18,12,2017,47.95,29907,9971,0,4149,6577,6019,418,0
18/12/2017_01:00,,1,1,18,12,2017,49.63,30025,9750,0,4571,6587,5608,413,0
18/12/2017_02:00,,1,2,18,12,2017,44.78,29208,9318,0,4480,6542,5428,410,0
18/12/2017_03:00,,1,3,18,12,2017,42.03,29029,9633,0,4463,6528,5291,396,0
18/12/2017_04:00,,1,4,18,12,2017,38.89,28885,9777,0,4524,6527,4917,392,0
18/12/2017_05:00,,1,5,18,12,2017,41.16,29863,10519,0,4387,6560,4495,420,0
18/12/2017_06:00,,1,6,18,12,2017,46.67,34302,14096,0,5890,6578,4073,422,0
18/12/2017_07:00,,1,7,18,12,2017,45,40992,20051,0,7742,6608,3486,473,0
18/12/2017_08:00,,1,8,18,12,2017,48,44476,23271,0,8912,6613,3028,693,45
18/12/2017_09:00,,1,9,18,12,2017,49,46174,24381,0,9158,6620,2444,672,992
18/12/2017_10:00,,1,10,18,12,2017,50.88,47377,24186,0,9076,6652,2401,652,2930
18/12/2017_11:00,,1,11,18,12,2017,53.87,47680,23795,0,8896,6607,2476,469,3950
18/12/2017_12:00,,1,12,18,12,2017,55,47299,23722,0,8223,6625,2749,507,4020
18/12/2017_13:00,,1,13,18,12,2017,48.82,46531,23970,0,8275,6681,2836,402,3320
18/12/2017_14:00,,1,14,18,12,2017,46.86,45775,23604,0,8719,6722,3006,412,2040
18/12/2017_15:00,,1,15,18,12,2017,47.08,45159,23374,0,9106,6741,3094,503,476
18/12/2017_16:00,,1,16,18,12,2017,64,48039,23927,0,9288,6775,3114,712,1
18/12/2017_17:00,,1,17,18,12,2017,69.97,49569,24170,0,9575,6767,3191,878,0
18/12/2017_18:00,,1,18,18,12,2017,69.26,49166,24199,0,9713,6793,3299,745,0
18/12/2017_19:00,,1,19,18,12,2017,65.3,47951,24044,0,9698,6814,3277,760,0
18/12/2017_20:00,,1,20,18,12,2017,55.15,46084,23443,0,9206,6817,3430,724,0
18/12/2017_21:00,,1,21,18,12,2017,50.58,42497,20697,0,8152,6817,3575,578,0
18/12/2017_22:00,,1,22,18,12,2017,42.59,37962,17540,0,6564,6816,3548,570,0
18/12/2017_23:00,,1,23,18,12,2017,46.82,33675,13998,0,4991,6824,3570,527,0
19/12/2017_00:00,,2,0,19,12,2017,44.55,31940,13316,0,4663,6738,3736,511,0
19/12/2017_01:00,,2,1,19,12,2017,42.29,31992,13575,0,4703,6643,3791,370,0
19/12/2017_02:00,,2,2,19,12,2017,38.79,30789,12420,0,4789,6640,3652,357,0
19/12/2017_03:00,,2,3,19,12,2017,35.5,30202,11996,0,4721,6649,3553,344,0
19/12/2017_04:00,,2,4,19,12,2017,40.49,29771,11333,0,4779,6654,3666,379,0
19/12/2017_05:00,,2,5,19,12,2017,45.02,30666,13126,0,5111,6556,3698,400,0
19/12/2017_06:00,,2,6,19,12,2017,57.21,35195,16241,0,7173,6706,4078,502,0
19/12/2017_07:00,,2,7,19,12,2017,60.01,42024,21380,0,8425,6720,3684,546,0
19/12/2017_08:00,,2,8,19,12,2017,59.37,45503,24118,0,9286,6721,3698,539,20
19/12/2017_09:00,,2,9,19,12,2017,61.98,46731,24272,0,9389,6733,3644,533,771
19/12/2017_10:00,,2,10,19,12,2017,55.24,47242,24018,0,8821,6734,4019,484,2150
19/12/2017_11:00,,2,11,19,12,2017,46,46987,23737,0,8665,6505,4144,595,2330
19/12/2017_12:00,,2,12,19,12,2017,47.79,46633,23624,0,8722,6531,4471,573,2070
19/12/2017_13:00,,2,13,19,12,2017,49.8,46078,22926,0,8724,6603,4635,554,1530
19/12/2017_14:00,,2,14,19,12,2017,43.15,45420,23594,0,8179,6588,4547,599,836
19/12/2017_15:00,,2,15,19,12,2017,44.98,45375,23558,0,8213,6600,4557,628,140
19/12/2017_16:00,,2,16,19,12,2017,59.13,48000,24425,0,9038,6786,4809,803,0
19/12/2017_17:00,,2,17,19,12,2017,65.17,49599,24112,0,9852,6827,5198,853,0
19/12/2017_18:00,,2,18,19,12,2017,57,48799,24334,0,10135,6788,5340,703,0
19/12/2017_19:00,,2,19,19,12,2017,57.39,47313,23503,0,9704,6572,5517,709,0
19/12/2017_20:00,,2,20,19,12,2017,48.92,45280,22303,0,8538,6638,6045,609,0
19/12/2017_21:00,,2,21,19,12,2017,43.03,41242,19848,0,6135,6854,6397,605,0
19/12/2017_22:00,,2,22,19,12,2017,40.6,36681,16967,0,4536,6849,6559,458,0
19/12/2017_23:00,,2,23,19,12,2017,44.97,32597,13010,0,3130,6862,6559,437,0
20/12/2017_00:00,,3,0,20,12,2017,44.99,30902,10823,0,2597,6691,6695,415,0
20/12/2017_01:00,,3,1,20,12,2017,42.96,30842,11294,0,2632,6654,6602,408,0
20/12/2017_02:00,,3,2,20,12,2017,41.07,29724,10631,0,2384,6651,6430,419,0
20/12/2017_03:00,,3,3,20,12,2017,40.84,28722,10333,0,2473,6559,5947,429,0
20/12/2017_04:00,,3,4,20,12,2017,43.99,27999,10146,0,2436,6634,5204,533,0
20/12/2017_05:00,,3,5,20,12,2017,53.78,28797,12275,0,2751,6890,5094,551,0
20/12/2017_06:00,,3,6,20,12,2017,52.02,33150,16109,0,4783,6889,5161,613,0
20/12/2017_07:00,,3,7,20,12,2017,52.83,39622,20894,0,6397,6891,4875,672,0
20/12/2017_08:00,,3,8,20,12,2017,62.27,42722,22711,0,7378,6890,4713,725,2
20/12/2017_09:00,,3,9,20,12,2017,52.41,43743,23488,0,7705,6639,4352,605,209
20/12/2017_10:00,,3,10,20,12,2017,53.05,44191,23804,0,7335,6642,4335,598,630
20/12/2017_11:00,,3,11,20,12,2017,46.73,44462,24090,0,7117,6808,3966,560,1370
20/12/2017_12:00,,3,12,20,12,2017,49.82,44316,23952,0,7639,6675,3398,464,1200
20/12/2017_13:00,,3,13,20,12,2017,48.89,43693,23875,0,7796,6684,3259,456,773
20/12/2017_14:00,,3,14,20,12,2017,46.11,43231,24092,0,7793,6746,2839,482,361
20/12/2017_15:00,,3,15,20,12,2017,46.6,43571,23872,0,7564,6890,2846,515,81
20/12/2017_16:00,,3,16,20,12,2017,57.45,46027,24211,0,7416,6903,2809,925,0
20/12/2017_17:00,,3,17,20,12,2017,71.98,47775,24060,0,8016,6905,2718,960,0
20/12/2017_18:00,,3,18,20,12,2017,58.95,46811,23933,0,7965,6916,2560,916,0
20/12/2017_19:00,,3,19,20,12,2017,56.81,45283,24032,0,7753,6924,2367,764,0
20/12/2017_20:00,,3,20,20,12,2017,50.13,43246,23851,0,6908,6914,2536,666,0
20/12/2017_21:00,,3,21,20,12,2017,48.74,39683,22353,0,5538,6959,2666,619,0
20/12/2017_22:00,,3,22,20,12,2017,44.01,35863,20072,0,4328,6961,2606,600,0
20/12/2017_23:00,,3,23,20,12,2017,49.32,31938,15810,0,3807,6868,2484,579,0
21/12/2017_00:00,,4,0,21,12,2017,45.93,30243,13746,0,3105,6755,2317,557,0
21/12/2017_01:00,,4,1,21,12,2017,45.01,30088,13874,0,3319,6764,2208,552,0
21/12/2017_02:00,,4,2,21,12,2017,42.45,28595,13010,0,3102,6895,1961,554,0
21/12/2017_03:00,,4,3,21,12,2017,29.89,27826,12528,0,2658,6972,1990,555,0
21/12/2017_04:00,,4,4,21,12,2017,25.65,27020,11787,0,2550,6977,1996,558,0
21/12/2017_05:00,,4,5,21,12,2017,42,27833,14078,0,3118,6993,1859,572,0
21/12/2017_06:00,,4,6,21,12,2017,47.76,31783,16731,0,4456,6995,1923,607,0
21/12/2017_07:00,,4,7,21,12,2017,53.96,37666,21205,0,5926,6995,1840,628,0
21/12/2017_08:00,,4,8,21,12,2017,51.34,41242,22863,0,6621,6990,1921,801,0
21/12/2017_09:00,,4,9,21,12,2017,50.85,42555,23251,0,6755,6996,1998,819,116
21/12/2017_10:00,,4,10,21,12,2017,51.68,42935,23037,0,7252,6791,2481,827,376
21/12/2017_11:00,,4,11,21,12,2017,46.49,43017,22953,0,7492,6801,3047,824,608
21/12/2017_12:00,,4,12,21,12,2017,44.82,43154,22864,0,7455,6823,3412,798,706
