date,hour,CET/CEST time,price_sterling,
12/08/2018,01 - 02,02 - 03,"52,85",
12/08/2018,02 - 03,03 - 04,"47,00",
12/08/2018,03 - 04,04 - 05,"47,00",
12/08/2018,04 - 05,05 - 06,"48,75",
12/08/2018,05 - 06,06 - 07,"48,78",
12/08/2018,06 - 07,07 - 08,"53,00",
12/08/2018,07 - 08,08 - 09,"44,00",
12/08/2018,08 - 09,09 - 10,"55,05",
12/08/2018,09 - 10,10 - 11,"50,37",
12/08/2018,10 - 11,11 - 12,"58,00",
12/08/2018,11 - 12,12 - 13,"65,50",
12/08/2018,12 - 13,13 - 14,"67,97",
12/08/2018,13 - 14,14 - 15,"65,30",
12/08/2018,14 - 15,15 - 16,"65,50",
12/08/2018,15 - 16,16 - 17,"55,20",
12/08/2018,16 - 17,17 - 18,"67,90",
12/08/2018,17 - 18,18 - 19,"68,00",
12/08/2018,18 - 19,19 - 20,"70,00",
12/08/2018,19 - 20,20 - 21,"70,00",
12/08/2018,20 - 21,21 - 22,"72,30",
12/08/2018,21 - 22,22 - 23,"70,00",
12/08/2018,22 - 23,23 - 00,"67,00",
13/08/2018,23 - 00,00 - 01,"63,64",
13/08/2018,00 - 01,01 - 02,"55,00",
13/08/2018,01 - 02,02 - 03,"51,00",
13/08/2018,02 - 03,03 - 04,"51,00",
13/08/2018,03 - 04,04 - 05,"50,91",
13/08/2018,04 - 05,05 - 06,"50,97",
13/08/2018,05 - 06,06 - 07,"50,95",
13/08/2018,06 - 07,07 - 08,"56,13",
13/08/2018,07 - 08,08 - 09,"56,78",
13/08/2018,08 - 09,09 - 10,"63,12",
13/08/2018,09 - 10,10 - 11,"73,35",
13/08/2018,10 - 11,11 - 12,"69,97",
13/08/2018,11 - 12,12 - 13,"66,00",
13/08/2018,12 - 13,13 - 14,"64,00",
13/08/2018,13 - 14,14 - 15,"56,00",
13/08/2018,14 - 15,15 - 16,"51,85",
13/08/2018,15 - 16,16 - 17,"53,67",
13/08/2018,16 - 17,17 - 18,"58,00",
13/08/2018,17 - 18,18 - 19,"73,58",
13/08/2018,18 - 19,19 - 20,"74,73",
13/08/2018,19 - 20,20 - 21,"74,72",
13/08/2018,20 - 21,21 - 22,"72,91",
13/08/2018,21 - 22,22 - 23,"68,00",
13/08/2018,22 - 23,23 - 00,"49,99",
14/08/2018,23 - 00,00 - 01,"60,00",
14/08/2018,00 - 01,01 - 02,"51,93",
14/08/2018,01 - 02,02 - 03,"51,02",
14/08/2018,02 - 03,03 - 04,"50,30",
14/08/2018,03 - 04,04 - 05,"50,00",
14/08/2018,04 - 05,05 - 06,"50,09",
14/08/2018,05 - 06,06 - 07,"51,09",
14/08/2018,06 - 07,07 - 08,"56,79",
14/08/2018,07 - 08,08 - 09,"64,00",
14/08/2018,08 - 09,09 - 10,"80,00",
14/08/2018,09 - 10,10 - 11,"78,00",
14/08/2018,10 - 11,11 - 12,"70,00",
14/08/2018,11 - 12,12 - 13,"66,39",
14/08/2018,12 - 13,13 - 14,"66,00",
14/08/2018,13 - 14,14 - 15,"60,00",
14/08/2018,14 - 15,15 - 16,"53,00",
14/08/2018,15 - 16,16 - 17,"56,00",
14/08/2018,16 - 17,17 - 18,"58,00",
14/08/2018,17 - 18,18 - 19,"66,00",
14/08/2018,18 - 19,19 - 20,"68,00",
14/08/2018,19 - 20,20 - 21,"70,00",
14/08/2018,20 - 21,21 - 22,"67,00",
14/08/2018,21 - 22,22 - 23,"66,00",
14/08/2018,22 - 23,23 - 00,"55,13",
15/08/2018,23 - 00,00 - 01,"60,06",
15/08/2018,00 - 01,01 - 02,"55,93",
15/08/2018,01 - 02,02 - 03,"52,10",
15/08/2018,02 - 03,03 - 04,"51,29",
15/08/2018,03 - 04,04 - 05,"47,09",
15/08/2018,04 - 05,05 - 06,"49,90",
15/08/2018,05 - 06,06 - 07,"50,90",
15/08/2018,06 - 07,07 - 08,"53,93",
15/08/2018,07 - 08,08 - 09,"58,30",
15/08/2018,08 - 09,09 - 10,"78,64",
15/08/2018,09 - 10,10 - 11,"79,95",
15/08/2018,10 - 11,11 - 12,"69,20",
15/08/2018,11 - 12,12 - 13,"62,00",
15/08/2018,12 - 13,13 - 14,"57,50",
15/08/2018,13 - 14,14 - 15,"52,53",
15/08/2018,14 - 15,15 - 16,"51,06",
15/08/2018,15 - 16,16 - 17,"52,08",
15/08/2018,16 - 17,17 - 18,"59,00",
15/08/2018,17 - 18,18 - 19,"62,30",
15/08/2018,18 - 19,19 - 20,"66,00",
15/08/2018,19 - 20,20 - 21,"59,77",
15/08/2018,20 - 21,21 - 22,"59,61",
15/08/2018,21 - 22,22 - 23,"58,53",
15/08/2018,22 - 23,23 - 00,"50,90",
16/08/2018,23 - 00,00 - 01,"58,00",
16/08/2018,00 - 01,01 - 02,"51,96",
16/08/2018,01 - 02,02 - 03,"50,97",
16/08/2018,02 - 03,03 - 04,"49,94",
16/08/2018,03 - 04,04 - 05,"48,91",
16/08/2018,04 - 05,05 - 06,"48,99",
16/08/2018,05 - 06,06 - 07,"53,00",
16/08/2018,06 - 07,07 - 08,"57,02",
16/08/2018,07 - 08,08 - 09,"58,00",
16/08/2018,08 - 09,09 - 10,"74,42",
16/08/2018,09 - 10,10 - 11,"72,20",
16/08/2018,10 - 11,11 - 12,"60,00",
16/08/2018,11 - 12,12 - 13,"54,99",
16/08/2018,12 - 13,13 - 14,"52,40",
16/08/2018,13 - 14,14 - 15,"50,00",
16/08/2018,14 - 15,15 - 16,"46,99",
16/08/2018,15 - 16,16 - 17,"48,44",
16/08/2018,16 - 17,17 - 18,"57,32",
16/08/2018,17 - 18,18 - 19,"63,30",
16/08/2018,18 - 19,19 - 20,"70,00",
16/08/2018,19 - 20,20 - 21,"74,90",
16/08/2018,20 - 21,21 - 22,"78,99",
16/08/2018,21 - 22,22 - 23,"75,00",
16/08/2018,22 - 23,23 - 00,"55,11",
17/08/2018,23 - 00,00 - 01,"59,93",
17/08/2018,00 - 01,01 - 02,"51,97",
17/08/2018,01 - 02,02 - 03,"50,00",
17/08/2018,02 - 03,03 - 04,"48,00",
17/08/2018,03 - 04,04 - 05,"47,08",
17/08/2018,04 - 05,05 - 06,"49,98",
17/08/2018,05 - 06,06 - 07,"52,26",
17/08/2018,06 - 07,07 - 08,"58,05",
17/08/2018,07 - 08,08 - 09,"60,80",
17/08/2018,08 - 09,09 - 10,"80,00",
17/08/2018,09 - 10,10 - 11,"78,00",
17/08/2018,10 - 11,11 - 12,"70,00",
17/08/2018,11 - 12,12 - 13,"57,17",
17/08/2018,12 - 13,13 - 14,"54,68",
17/08/2018,13 - 14,14 - 15,"55,00",
17/08/2018,14 - 15,15 - 16,"50,11",
17/08/2018,15 - 16,16 - 17,"52,78",
17/08/2018,16 - 17,17 - 18,"58,12",
17/08/2018,17 - 18,18 - 19,"65,00",
17/08/2018,18 - 19,19 - 20,"66,33",
17/08/2018,19 - 20,20 - 21,"66,80",
17/08/2018,20 - 21,21 - 22,"60,20",
17/08/2018,21 - 22,22 - 23,"59,00",
17/08/2018,22 - 23,23 - 00,"50,00",
18/08/2018,23 - 00,00 - 01,"57,58",
18/08/2018,00 - 01,01 - 02,"51,19",
18/08/2018,01 - 02,02 - 03,"45,23",
18/08/2018,02 - 03,03 - 04,"43,62",
18/08/2018,03 - 04,04 - 05,"41,50",
18/08/2018,04 - 05,05 - 06,"41,18",
18/08/2018,05 - 06,06 - 07,"43,93",
18/08/2018,06 - 07,07 - 08,"45,41",
18/08/2018,07 - 08,08 - 09,"49,91",
18/08/2018,08 - 09,09 - 10,"53,07",
18/08/2018,09 - 10,10 - 11,"65,00",
18/08/2018,10 - 11,11 - 12,"68,00",
18/08/2018,11 - 12,12 - 13,"58,00",
18/08/2018,12 - 13,13 - 14,"63,10",
18/08/2018,13 - 14,14 - 15,"50,90",
18/08/2018,14 - 15,15 - 16,"47,99",
18/08/2018,15 - 16,16 - 17,"47,49",
18/08/2018,16 - 17,17 - 18,"65,00",
18/08/2018,17 - 18,18 - 19,"58,00",
18/08/2018,18 - 19,19 - 20,"75,05",
18/08/2018,19 - 20,20 - 21,"82,30",
18/08/2018,20 - 21,21 - 22,"82,00",
18/08/2018,21 - 22,22 - 23,"81,90",
18/08/2018,22 - 23,23 - 00,"64,00",
19/08/2018,23 - 00,00 - 01,"67,20",
19/08/2018,00 - 01,01 - 02,"60,69",
19/08/2018,01 - 02,02 - 03,"53,90",
19/08/2018,02 - 03,03 - 04,"50,00",
19/08/2018,03 - 04,04 - 05,"50,00",
19/08/2018,04 - 05,05 - 06,"47,95",
19/08/2018,05 - 06,06 - 07,"46,46",
19/08/2018,06 - 07,07 - 08,"41,94",
19/08/2018,07 - 08,08 - 09,"45,00",
19/08/2018,08 - 09,09 - 10,"45,00",
19/08/2018,09 - 10,10 - 11,"54,92",
19/08/2018,10 - 11,11 - 12,"63,00",
19/08/2018,11 - 12,12 - 13,"66,30",
19/08/2018,12 - 13,13 - 14,"65,18",
19/08/2018,13 - 14,14 - 15,"60,00",
19/08/2018,14 - 15,15 - 16,"52,80",
19/08/2018,15 - 16,16 - 17,"63,60",
19/08/2018,16 - 17,17 - 18,"70,20",
19/08/2018,17 - 18,18 - 19,"59,95",
19/08/2018,18 - 19,19 - 20,"74,00",
19/08/2018,19 - 20,20 - 21,"80,00",
19/08/2018,20 - 21,21 - 22,"82,50",
19/08/2018,21 - 22,22 - 23,"82,00",
19/08/2018,22 - 23,23 - 00,"61,58",
20/08/2018,23 - 00,00 - 01,"72,80",
20/08/2018,00 - 01,01 - 02,"51,05",
20/08/2018,01 - 02,02 - 03,"50,84",
20/08/2018,02 - 03,03 - 04,"50,57",
20/08/2018,03 - 04,04 - 05,"51,93",
20/08/2018,04 - 05,05 - 06,"51,97",
20/08/2018,05 - 06,06 - 07,"57,20",
20/08/2018,06 - 07,07 - 08,"64,50",
20/08/2018,07 - 08,08 - 09,"59,33",
20/08/2018,08 - 09,09 - 10,"75,29",
20/08/2018,09 - 10,10 - 11,"86,00",
20/08/2018,10 - 11,11 - 12,"80,04",
20/08/2018,11 - 12,12 - 13,"87,80",
20/08/2018,12 - 13,13 - 14,"84,98",
20/08/2018,13 - 14,14 - 15,"78,40",
20/08/2018,14 - 15,15 - 16,"74,00",
20/08/2018,15 - 16,16 - 17,"70,00",
20/08/2018,16 - 17,17 - 18,"80,04",
20/08/2018,17 - 18,18 - 19,"93,00",
20/08/2018,18 - 19,19 - 20,"90,00",
20/08/2018,19 - 20,20 - 21,"81,00",
20/08/2018,20 - 21,21 - 22,"75,03",
20/08/2018,21 - 22,22 - 23,"70,00",
20/08/2018,22 - 23,23 - 00,"60,28",
21/08/2018,23 - 00,00 - 01,"58,67",
21/08/2018,00 - 01,01 - 02,"53,91",
21/08/2018,01 - 02,02 - 03,"50,99",
21/08/2018,02 - 03,03 - 04,"50,40",
21/08/2018,03 - 04,04 - 05,"50,30",
21/08/2018,04 - 05,05 - 06,"50,50",
21/08/2018,05 - 06,06 - 07,"59,60",
21/08/2018,06 - 07,07 - 08,"63,70",
21/08/2018,07 - 08,08 - 09,"67,85",
21/08/2018,08 - 09,09 - 10,"77,40",
21/08/2018,09 - 10,10 - 11,"84,00",
21/08/2018,10 - 11,11 - 12,"79,00",
21/08/2018,11 - 12,12 - 13,"78,54",
21/08/2018,12 - 13,13 - 14,"66,28",
21/08/2018,13 - 14,14 - 15,"64,65",
21/08/2018,14 - 15,15 - 16,"63,32",
21/08/2018,15 - 16,16 - 17,"63,26",
21/08/2018,16 - 17,17 - 18,"65,19",
21/08/2018,17 - 18,18 - 19,"68,67",
21/08/2018,18 - 19,19 - 20,"70,16",
21/08/2018,19 - 20,20 - 21,"69,26",
21/08/2018,20 - 21,21 - 22,"65,94",
21/08/2018,21 - 22,22 - 23,"61,00",
21/08/2018,22 - 23,23 - 00,"55,08",
22/08/2018,23 - 00,00 - 01,"61,91",
22/08/2018,00 - 01,01 - 02,"53,96",
22/08/2018,01 - 02,02 - 03,"47,87",
22/08/2018,02 - 03,03 - 04,"46,00",
22/08/2018,03 - 04,04 - 05,"46,47",
22/08/2018,04 - 05,05 - 06,"50,66",
22/08/2018,05 - 06,06 - 07,"60,75",
22/08/2018,06 - 07,07 - 08,"64,38",
22/08/2018,07 - 08,08 - 09,"63,10",
22/08/2018,08 - 09,09 - 10,"66,34",
22/08/2018,09 - 10,10 - 11,"67,80",
22/08/2018,10 - 11,11 - 12,"65,00",
22/08/2018,11 - 12,12 - 13,"69,40",
22/08/2018,12 - 13,13 - 14,"66,00",
22/08/2018,13 - 14,14 - 15,"65,92",
22/08/2018,14 - 15,15 - 16,"65,93",
22/08/2018,15 - 16,16 - 17,"64,99",
22/08/2018,16 - 17,17 - 18,"69,41",
22/08/2018,17 - 18,18 - 19,"71,45",
22/08/2018,18 - 19,19 - 20,"77,73",
22/08/2018,19 - 20,20 - 21,"74,57",
22/08/2018,20 - 21,21 - 22,"70,20",
22/08/2018,21 - 22,22 - 23,"68,18",
22/08/2018,22 - 23,23 - 00,"62,01",
23/08/2018,23 - 00,00 - 01,"62,51",
23/08/2018,00 - 01,01 - 02,"56,86",
23/08/2018,01 - 02,02 - 03,"50,73",
23/08/2018,02 - 03,03 - 04,"49,06",
23/08/2018,03 - 04,04 - 05,"49,60",
23/08/2018,04 - 05,05 - 06,"50,54",
23/08/2018,05 - 06,06 - 07,"61,37",
23/08/2018,06 - 07,07 - 08,"64,13",
23/08/2018,07 - 08,08 - 09,"68,39",
23/08/2018,08 - 09,09 - 10,"85,94",
23/08/2018,09 - 10,10 - 11,"81,54",
23/08/2018,10 - 11,11 - 12,"67,49",
23/08/2018,11 - 12,12 - 13,"64,44",
23/08/2018,12 - 13,13 - 14,"62,04",
23/08/2018,13 - 14,14 - 15,"60,52",
23/08/2018,14 - 15,15 - 16,"58,86",
23/08/2018,15 - 16,16 - 17,"60,26",
23/08/2018,16 - 17,17 - 18,"64,44",
23/08/2018,17 - 18,18 - 19,"67,22",
23/08/2018,18 - 19,19 - 20,"68,25",
23/08/2018,19 - 20,20 - 21,"68,30",
23/08/2018,20 - 21,21 - 22,"67,03",
23/08/2018,21 - 22,22 - 23,"64,34",
23/08/2018,22 - 23,23 - 00,"56,22",
24/08/2018,23 - 00,00 - 01,"64,00",
24/08/2018,00 - 01,01 - 02,"49,59",
24/08/2018,01 - 02,02 - 03,"47,60",
24/08/2018,02 - 03,03 - 04,"45,96",
24/08/2018,03 - 04,04 - 05,"45,66",
24/08/2018,04 - 05,05 - 06,"47,02",
24/08/2018,05 - 06,06 - 07,"56,37",
24/08/2018,06 - 07,07 - 08,"61,99",
24/08/2018,07 - 08,08 - 09,"63,27",
24/08/2018,08 - 09,09 - 10,"72,57",
24/08/2018,09 - 10,10 - 11,"74,00",
24/08/2018,10 - 11,11 - 12,"62,44",
24/08/2018,11 - 12,12 - 13,"62,07",
24/08/2018,12 - 13,13 - 14,"60,00",
24/08/2018,13 - 14,14 - 15,"57,63",
24/08/2018,14 - 15,15 - 16,"56,01",
24/08/2018,15 - 16,16 - 17,"55,00",
24/08/2018,16 - 17,17 - 18,"59,07",
24/08/2018,17 - 18,18 - 19,"72,00",
24/08/2018,18 - 19,19 - 20,"77,00",
24/08/2018,19 - 20,20 - 21,"77,54",
24/08/2018,20 - 21,21 - 22,"80,00",
24/08/2018,21 - 22,22 - 23,"70,60",
24/08/2018,22 - 23,23 - 00,"59,50",
25/08/2018,23 - 00,00 - 01,"69,99",
25/08/2018,00 - 01,01 - 02,"54,30",
25/08/2018,01 - 02,02 - 03,"49,83",
25/08/2018,02 - 03,03 - 04,"47,68",
25/08/2018,03 - 04,04 - 05,"47,31",
25/08/2018,04 - 05,05 - 06,"47,46",
25/08/2018,05 - 06,06 - 07,"49,99",
25/08/2018,06 - 07,07 - 08,"55,00",
25/08/2018,07 - 08,08 - 09,"53,99",
25/08/2018,08 - 09,09 - 10,"63,00",
25/08/2018,09 - 10,10 - 11,"60,05",
25/08/2018,10 - 11,11 - 12,"65,70",
25/08/2018,11 - 12,12 - 13,"62,90",
25/08/2018,12 - 13,13 - 14,"57,00",
25/08/2018,13 - 14,14 - 15,"54,30",
25/08/2018,14 - 15,15 - 16,"53,71",
25/08/2018,15 - 16,16 - 17,"57,50",
25/08/2018,16 - 17,17 - 18,"63,70",
25/08/2018,17 - 18,18 - 19,"65,00",
25/08/2018,18 - 19,19 - 20,"80,70",
25/08/2018,19 - 20,20 - 21,"86,47",
25/08/2018,20 - 21,21 - 22,"89,77",
25/08/2018,21 - 22,22 - 23,"86,10",
25/08/2018,22 - 23,23 - 00,"72,00",
26/08/2018,23 - 00,00 - 01,"80,00",
26/08/2018,00 - 01,01 - 02,"62,00",
26/08/2018,01 - 02,02 - 03,"65,00",
26/08/2018,02 - 03,03 - 04,"60,00",
26/08/2018,03 - 04,04 - 05,"56,40",
26/08/2018,04 - 05,05 - 06,"52,90",
26/08/2018,05 - 06,06 - 07,"52,93",
26/08/2018,06 - 07,07 - 08,"52,90",
26/08/2018,07 - 08,08 - 09,"50,00",
26/08/2018,08 - 09,09 - 10,"46,78",
26/08/2018,09 - 10,10 - 11,"64,00",
26/08/2018,10 - 11,11 - 12,"75,00",
26/08/2018,11 - 12,12 - 13,"70,00",
26/08/2018,12 - 13,13 - 14,"66,20",
26/08/2018,13 - 14,14 - 15,"48,00",
26/08/2018,14 - 15,15 - 16,"40,00",
26/08/2018,15 - 16,16 - 17,"46,00",
26/08/2018,16 - 17,17 - 18,"65,20",
26/08/2018,17 - 18,18 - 19,"78,10",
26/08/2018,18 - 19,19 - 20,"76,00",
26/08/2018,19 - 20,20 - 21,"71,90",
26/08/2018,20 - 21,21 - 22,"74,90",
26/08/2018,21 - 22,22 - 23,"58,58",
26/08/2018,22 - 23,23 - 00,"52,42",
27/08/2018,23 - 00,00 - 01,"44,50",
27/08/2018,00 - 01,01 - 02,"41,92",
27/08/2018,01 - 02,02 - 03,"32,83",
27/08/2018,02 - 03,03 - 04,"26,59",
27/08/2018,03 - 04,04 - 05,"30,00",
27/08/2018,04 - 05,05 - 06,"29,96",
27/08/2018,05 - 06,06 - 07,"45,67",
27/08/2018,06 - 07,07 - 08,"51,84",
27/08/2018,07 - 08,08 - 09,"51,16",
27/08/2018,08 - 09,09 - 10,"59,41",
27/08/2018,09 - 10,10 - 11,"59,16",
27/08/2018,10 - 11,11 - 12,"58,13",
27/08/2018,11 - 12,12 - 13,"60,42",
27/08/2018,12 - 13,13 - 14,"59,49",
27/08/2018,13 - 14,14 - 15,"59,07",
27/08/2018,14 - 15,15 - 16,"58,50",
27/08/2018,15 - 16,16 - 17,"59,91",
27/08/2018,16 - 17,17 - 18,"64,88",
27/08/2018,17 - 18,18 - 19,"65,47",
27/08/2018,18 - 19,19 - 20,"67,90",
27/08/2018,19 - 20,20 - 21,"71,51",
27/08/2018,20 - 21,21 - 22,"84,00",
27/08/2018,21 - 22,22 - 23,"74,92",
27/08/2018,22 - 23,23 - 00,"63,28",
28/08/2018,23 - 00,00 - 01,"64,70",
28/08/2018,00 - 01,01 - 02,"63,00",
28/08/2018,01 - 02,02 - 03,"54,04",
28/08/2018,02 - 03,03 - 04,"53,66",
28/08/2018,03 - 04,04 - 05,"53,36",
28/08/2018,04 - 05,05 - 06,"54,00",
28/08/2018,05 - 06,06 - 07,"59,90",
28/08/2018,06 - 07,07 - 08,"65,28",
28/08/2018,07 - 08,08 - 09,"66,84",
28/08/2018,08 - 09,09 - 10,"71,00",
28/08/2018,09 - 10,10 - 11,"70,00",
28/08/2018,10 - 11,11 - 12,"65,92",
28/08/2018,11 - 12,12 - 13,"64,99",
28/08/2018,12 - 13,13 - 14,"62,48",
28/08/2018,13 - 14,14 - 15,"62,75",
28/08/2018,14 - 15,15 - 16,"62,17",
28/08/2018,15 - 16,16 - 17,"63,65",
28/08/2018,16 - 17,17 - 18,"67,09",
28/08/2018,17 - 18,18 - 19,"79,95",
28/08/2018,18 - 19,19 - 20,"84,90",
28/08/2018,19 - 20,20 - 21,"83,60",
28/08/2018,20 - 21,21 - 22,"80,75",
28/08/2018,21 - 22,22 - 23,"66,80",
28/08/2018,22 - 23,23 - 00,"60,00",
29/08/2018,23 - 00,00 - 01,"62,92",
29/08/2018,00 - 01,01 - 02,"56,40",
29/08/2018,01 - 02,02 - 03,"53,99",
29/08/2018,02 - 03,03 - 04,"53,95",
29/08/2018,03 - 04,04 - 05,"53,94",
29/08/2018,04 - 05,05 - 06,"53,94",
29/08/2018,05 - 06,06 - 07,"61,96",
29/08/2018,06 - 07,07 - 08,"66,78",
29/08/2018,07 - 08,08 - 09,"67,90",
29/08/2018,08 - 09,09 - 10,"71,07",
29/08/2018,09 - 10,10 - 11,"73,91",
29/08/2018,10 - 11,11 - 12,"69,86",
29/08/2018,11 - 12,12 - 13,"69,61",
29/08/2018,12 - 13,13 - 14,"69,77",
29/08/2018,13 - 14,14 - 15,"68,69",
29/08/2018,14 - 15,15 - 16,"65,96",
29/08/2018,15 - 16,16 - 17,"65,99",
29/08/2018,16 - 17,17 - 18,"67,00",
29/08/2018,17 - 18,18 - 19,"70,27",
29/08/2018,18 - 19,19 - 20,"70,01",
29/08/2018,19 - 20,20 - 21,"78,11",
29/08/2018,20 - 21,21 - 22,"82,99",
29/08/2018,21 - 22,22 - 23,"64,82",
29/08/2018,22 - 23,23 - 00,"57,96",
30/08/2018,23 - 00,00 - 01,"64,00",
30/08/2018,00 - 01,01 - 02,"56,60",
30/08/2018,01 - 02,02 - 03,"53,97",
30/08/2018,02 - 03,03 - 04,"53,91",
30/08/2018,03 - 04,04 - 05,"54,14",
30/08/2018,04 - 05,05 - 06,"55,90",
30/08/2018,05 - 06,06 - 07,"59,47",
30/08/2018,06 - 07,07 - 08,"66,14",
30/08/2018,07 - 08,08 - 09,"67,60",
30/08/2018,08 - 09,09 - 10,"71,15",
30/08/2018,09 - 10,10 - 11,"72,00",
30/08/2018,10 - 11,11 - 12,"69,09",
30/08/2018,11 - 12,12 - 13,"68,82",
30/08/2018,12 - 13,13 - 14,"69,50",
30/08/2018,13 - 14,14 - 15,"68,39",
30/08/2018,14 - 15,15 - 16,"68,39",
30/08/2018,15 - 16,16 - 17,"67,61",
30/08/2018,16 - 17,17 - 18,"69,80",
30/08/2018,17 - 18,18 - 19,"86,49",
30/08/2018,18 - 19,19 - 20,"89,00",
30/08/2018,19 - 20,20 - 21,"87,00",
30/08/2018,20 - 21,21 - 22,"86,94",
30/08/2018,21 - 22,22 - 23,"70,01",
30/08/2018,22 - 23,23 - 00,"61,36",
31/08/2018,23 - 00,00 - 01,"62,99",
31/08/2018,00 - 01,01 - 02,"59,70",
31/08/2018,01 - 02,02 - 03,"54,50",
31/08/2018,02 - 03,03 - 04,"54,46",
31/08/2018,03 - 04,04 - 05,"54,44",
31/08/2018,04 - 05,05 - 06,"54,44",
31/08/2018,05 - 06,06 - 07,"58,99",
31/08/2018,06 - 07,07 - 08,"63,34",
31/08/2018,07 - 08,08 - 09,"67,60",
31/08/2018,08 - 09,09 - 10,"78,99",
31/08/2018,09 - 10,10 - 11,"79,00",
31/08/2018,10 - 11,11 - 12,"67,58",
31/08/2018,11 - 12,12 - 13,"66,67",
31/08/2018,12 - 13,13 - 14,"65,29",
31/08/2018,13 - 14,14 - 15,"64,43",
31/08/2018,14 - 15,15 - 16,"60,00",
31/08/2018,15 - 16,16 - 17,"61,50",
31/08/2018,16 - 17,17 - 18,"64,62",
31/08/2018,17 - 18,18 - 19,"66,70",
31/08/2018,18 - 19,19 - 20,"79,99",
31/08/2018,19 - 20,20 - 21,"82,00",
31/08/2018,20 - 21,21 - 22,"82,01",
31/08/2018,21 - 22,22 - 23,"64,35",
31/08/2018,22 - 23,23 - 00,"60,00",
01/09/2018,23 - 00,00 - 01,"67,60",
01/09/2018,00 - 01,01 - 02,"59,70",
01/09/2018,01 - 02,02 - 03,"54,92",
01/09/2018,02 - 03,03 - 04,"51,60",
01/09/2018,03 - 04,04 - 05,"50,00",
01/09/2018,04 - 05,05 - 06,"54,00",
01/09/2018,05 - 06,06 - 07,"54,74",
01/09/2018,06 - 07,07 - 08,"59,94",
01/09/2018,07 - 08,08 - 09,"56,35",
01/09/2018,08 - 09,09 - 10,"61,52",
01/09/2018,09 - 10,10 - 11,"74,37",
01/09/2018,10 - 11,11 - 12,"75,00",
01/09/2018,11 - 12,12 - 13,"76,30",
01/09/2018,12 - 13,13 - 14,"66,00",
01/09/2018,13 - 14,14 - 15,"60,00",
01/09/2018,14 - 15,15 - 16,"55,90",
01/09/2018,15 - 16,16 - 17,"55,00",
01/09/2018,16 - 17,17 - 18,"61,00",
01/09/2018,17 - 18,18 - 19,"75,00",
01/09/2018,18 - 19,19 - 20,"85,00",
01/09/2018,19 - 20,20 - 21,"85,00",
01/09/2018,20 - 21,21 - 22,"85,00",
01/09/2018,21 - 22,22 - 23,"66,40",
01/09/2018,22 - 23,23 - 00,"59,93",
02/09/2018,23 - 00,00 - 01,"70,00",
02/09/2018,00 - 01,01 - 02,"64,04",
02/09/2018,01 - 02,02 - 03,"57,96",
02/09/2018,02 - 03,03 - 04,"59,96",
02/09/2018,03 - 04,04 - 05,"52,96",
02/09/2018,04 - 05,05 - 06,"51,92",
02/09/2018,05 - 06,06 - 07,"46,90",
02/09/2018,06 - 07,07 - 08,"52,09",
02/09/2018,07 - 08,08 - 09,"45,92",
02/09/2018,08 - 09,09 - 10,"52,02",
02/09/2018,09 - 10,10 - 11,"66,00",
02/09/2018,10 - 11,11 - 12,"66,00",
02/09/2018,11 - 12,12 - 13,"62,00",
02/09/2018,12 - 13,13 - 14,"60,00",
02/09/2018,13 - 14,14 - 15,"57,00",
02/09/2018,14 - 15,15 - 16,"52,06",
02/09/2018,15 - 16,16 - 17,"52,00",
02/09/2018,16 - 17,17 - 18,"60,00",
02/09/2018,17 - 18,18 - 19,"58,30",
02/09/2018,18 - 19,19 - 20,"70,00",
02/09/2018,19 - 20,20 - 21,"88,00",
02/09/2018,20 - 21,21 - 22,"95,00",
02/09/2018,21 - 22,22 - 23,"77,91",
02/09/2018,22 - 23,23 - 00,"57,94",
03/09/2018,23 - 00,00 - 01,"69,03",
03/09/2018,00 - 01,01 - 02,"57,04",
03/09/2018,01 - 02,02 - 03,"53,38",
03/09/2018,02 - 03,03 - 04,"51,56",
03/09/2018,03 - 04,04 - 05,"50,00",
03/09/2018,04 - 05,05 - 06,"49,80",
03/09/2018,05 - 06,06 - 07,"61,55",
03/09/2018,06 - 07,07 - 08,"66,58",
03/09/2018,07 - 08,08 - 09,"67,53",
03/09/2018,08 - 09,09 - 10,"68,34",
03/09/2018,09 - 10,10 - 11,"72,33",
03/09/2018,10 - 11,11 - 12,"68,06",
03/09/2018,11 - 12,12 - 13,"65,76",
